interaction_id,table_id,row_type,pdf_page,report_page,table_title,condition_nominal,phase,sub_step,off_nominal_event,context,seq,media,subj_group,subj_position,obj_group,obj_position,interaction,condition,text_as_printed,controller_positions,freq,crit,rating_source,cited_7110_65,bb_paragraph,extraction_flags
C-3#05,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Within ATC,5,,ATC,,ATC,,"Advise other sectors, when aircraft goes on holding",,"Advise other sectors, when aircraft goes on holding","R, RA, Sup",,,,,4-6-1 (PDF p.253); 4-6-4 (PDF p.255),
C-3#06,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Within ATC,6,,ATC,,ATC,,"Coordinate with flow control, sup or TRACON sector for allowing aircraft to continue, when aircraft is on holding",,"Coordinate with flow control, sup or TRACON sector for allowing aircraft to continue, when aircraft is on holding",R,,,,,4-6-1 (PDF p.253); 4-6-4 (PDF p.255); 11-1-1 (PDF p.539); 11-1-2 (PDF p.539); 11-1-3 (PDF p.540),
,C-3,header,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Missed Approach by TRACON or Tower Controllers,,,,,,,Missed Approach by TRACON or Tower Controllers,,,,,,,,,
,C-3,header,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,,,,,,,With Flightdeck or FOC,,,,,,,,,
C-3#07,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,7,,ATC,,FD/FOC,,Initiate go-around (missed approach) + plus give instruction for altitude and heading to pilots,,Initiate go-around (missed approach) + plus give instruction for altitude and heading to pilots,"R, LC",,,,,4-8-9 (PDF p.274),
C-3#08,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,8,,ATC,,FD/FOC,,Relay control instructions from departure sector to pilots (missed approach),,Relay control instructions from departure sector to pilots (missed approach),"R, LC",,,,,4-8-9 (PDF p.274),
,C-3,header,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Within ATC,,,,,,,Within ATC,,,,,,,,,
C-3#09,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Within ATC,9,,ATC,,ATC,,Coordinate aircraft missed approach with other sectors,,Coordinate aircraft missed approach with other sectors,"R, RA",,,,,4-8-9 (PDF p.274),
C-3#10,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Within ATC,10,,ATC,,ATC,,Coordinate missed approach with departure sector,,Coordinate missed approach with departure sector,"R, RA, LC",,,,,4-8-9 (PDF p.274),
,C-3,header,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,"Emergency (medical or mechanical) by En Route, TRACON or Tower Controllers",,,,,,,"Emergency (medical or mechanical) by En Route, TRACON or Tower Controllers",,,,,,,,,
,C-3,header,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,,,,,,,With Flightdeck or FOC,,,,,,,,,
C-3#11,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,11,,ATC,,FD/FOC,,Declare emergency to pilots,,Declare emergency to pilots,"R, LC, GC",,,,,10-1-1 (PDF p.511); 10-1-3 (PDF p.511); 10-1-5 (PDF p.512),
C-3#12,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,12,,ATC,,FD/FOC,,Coordinate with pilots emergency declaration,,Coordinate with pilots emergency declaration,"R, LC, GC",,,,,10-1-1 (PDF p.511); 10-1-3 (PDF p.511); 10-1-5 (PDF p.512),
C-3#13,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,13,,ATC,,FD/FOC,,"Request the pilots to state the number of souls on board, remaining fuel and cause of emergency",,"Request the pilots to state the number of souls on board, remaining fuel and cause of emergency","R, LC, GC",,,,,10-1-1 (PDF p.511); 10-1-3 (PDF p.511); 10-1-5 (PDF p.512); 2-1-8 (PDF p.42),
C-3#14,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,14,,ATC,,FD/FOC,,"Coordinate with pilots how ATC can help, during emergency",,"Coordinate with pilots how ATC can help, during emergency","R, RA, LC, GC",,,,,10-1-1 (PDF p.511); 10-1-3 (PDF p.511); 10-1-5 (PDF p.512),
C-3#15,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,15,,ATC,,FD/FOC,,Coordinate with dispatch in case of emergency,,Coordinate with dispatch in case of emergency,Sup,,,,,10-1-1 (PDF p.511); 10-1-3 (PDF p.511); 10-1-5 (PDF p.512),
C-3#16,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,16,,ATC,,FD/FOC,,Coordinate ATC help to pilots during emergency,,Coordinate ATC help to pilots during emergency,Sup,,,,,10-1-1 (PDF p.511); 10-1-3 (PDF p.511); 10-1-5 (PDF p.512),
C-3#17,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,With Flightdeck or FOC,17,,ATC,,FD/FOC,,"Inform pilots of off-nominal mechanical issues (gears problem, fire)",,"Inform pilots of off-nominal mechanical issues (gears problem, fire)",LC,,,,,10-1-1 (PDF p.511); 10-1-3 (PDF p.511); 10-1-5 (PDF p.512),
,C-3,header,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Within ATC,,,,,,,Within ATC,,,,,,,,,
C-3#18,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Within ATC,18,,ATC,,ATC,,Alert supervisor and other sectors of aircraft in emergency,,Alert supervisor and other sectors of aircraft in emergency,"R, RA, LC, GC",,,,,10-1-1 (PDF p.511); 10-1-3 (PDF p.511); 10-1-5 (PDF p.512),
C-3#19,C-3,interaction,98,p.10,"Table C-3. Table C-1. Interactions with flightdeck or FOC, and within ATC under Off--Nominal conditions.",off-nominal,,,,Within ATC,19,,ATC,,ATC,,Coordinate change of runway configuration with other facilities,,Coordinate change of runway configuration with other facilities,"Sup, TMU",,,,,no rule matched,
D-1#01,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,1,,FOC,,FD,,With aircraft/pilot to get preflight briefings,,With aircraft/pilot to get preflight briefings,,,,survey instrument item (rating cells blank),,,
D-1#02,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,2,,FOC,,FD,,With aircraft/pilot requesting PDC via ACARS,,With aircraft/pilot requesting PDC via ACARS,,,,survey instrument item (rating cells blank),,,
D-1#03,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,3,,FOC,,FD,,"With aircraft/pilot, if route clearance differs from flight release IFR routing",,"With aircraft/pilot, if route clearance differs from flight release IFR routing",,,,survey instrument item (rating cells blank),,,
D-1#04,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,4,,FOC,,FD,,"With aircraft/pilot, when duty limitations necessitate departure time adjustment",,"With aircraft/pilot, when duty limitations necessitate departure time adjustment",,,,survey instrument item (rating cells blank),,,
D-1#05,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,5,,FOC,,FD,,"With aircraft/pilot, if a change in either route or altitude is desired",,"With aircraft/pilot, if a change in either route or altitude is desired",,,,survey instrument item (rating cells blank),,,
D-1#06,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,6,,FOC,,FD,,"With aircraft/pilot, if hold fuel is to be reduced or eliminated",,"With aircraft/pilot, if hold fuel is to be reduced or eliminated",,,,survey instrument item (rating cells blank),,,
D-1#07,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,7,,FOC,,FD,,"With aircraft/pilot, if there are any changes to the release",,"With aircraft/pilot, if there are any changes to the release",,,,survey instrument item (rating cells blank),,,
D-1#08,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,8,,FOC,,FD,,"With aircraft/pilot, if release disagreement",,"With aircraft/pilot, if release disagreement",,,,survey instrument item (rating cells blank),,,
D-1#09,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,9,,FOC,,FD,,"With aircraft/pilot, if cold weather/icing conditions",,"With aircraft/pilot, if cold weather/icing conditions",,,,survey instrument item (rating cells blank),,,
D-1#10,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Preflight,,,,10,,FOC,,FD,,"With aircraft/pilot, if ground delay programs are implemented",,"With aircraft/pilot, if ground delay programs are implemented",,,,survey instrument item (rating cells blank),,,
D-1#11,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Taxi,,,,11,,FOC,,FD,,"With aircraft/pilot, if on aircraft flight delay",,"With aircraft/pilot, if on aircraft flight delay",,,,survey instrument item (rating cells blank),,,
D-1#12,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Taxi/takeoff,,,,12,,FOC,,FD,,"With aircraft/pilot, to obtain departure clearance with applicable void time",,"With aircraft/pilot, to obtain departure clearance with applicable void time",,,,survey instrument item (rating cells blank),,,
D-1#13,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Inflight,,,,13,,FOC,,FD,,"With aircraft/pilot, to establish voice communication",,"With aircraft/pilot, to establish voice communication",,,,survey instrument item (rating cells blank),,,
D-1#14,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Inflight,,,,14,,FOC,,FD,,"With aircraft/pilot, if ETA changes greater than 5 minutes",,"With aircraft/pilot, if ETA changes greater than 5 minutes",,,,survey instrument item (rating cells blank),,,
D-1#15,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Inflight,,,,15,,FOC,,FD,,"With aircraft/pilot, if fuel consumption greater than planned",,"With aircraft/pilot, if fuel consumption greater than planned",,,,survey instrument item (rating cells blank),,,
D-1#16,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Inflight,,,,16,,FOC,,FD,,"With aircraft/pilot, if given a clearance change (reclearance)",,"With aircraft/pilot, if given a clearance change (reclearance)",,,,survey instrument item (rating cells blank),,,
D-1#17,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Inflight,,,,17,,FOC,,FD,,"With aircraft/pilot, if route changes significantly",,"With aircraft/pilot, if route changes significantly",,,,survey instrument item (rating cells blank),,,
D-1#18,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Inflight,,,,18,,FOC,,FD,,"With aircraft/pilot, if unplanned holding or delaying vectors",,"With aircraft/pilot, if unplanned holding or delaying vectors",,,,survey instrument item (rating cells blank),,,
D-1#19,D-1,interaction,100,p.12,Table D-1. Nominal Operation Communication or Interaction with Aircraft by Frequency and Criticality.,nominal,Inflight,,,,19,,FOC,,FD,,"With aircraft/pilot, if reduced airspeed",,"With aircraft/pilot, if reduced airspeed",,,,survey instrument item (rating cells blank),,,
D-2#01,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,1,,FOC,,FD,,"With aircraft/pilot, if their performance limitations or inflight restrictions preclude operations",,"With aircraft/pilot, if their performance limitations or inflight restrictions preclude operations",,,,survey instrument item (rating cells blank),,,
D-2#02,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,2,,FOC,,FD,,"With aircraft/pilot, if they have mechanical delays",,"With aircraft/pilot, if they have mechanical delays",,,,survey instrument item (rating cells blank),,,
D-2#03,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,3,,FOC,,FD,,"With aircraft/pilot, if FOB exceeds release fuel for weight restricted flight",,"With aircraft/pilot, if FOB exceeds release fuel for weight restricted flight",,,,survey instrument item (rating cells blank),,,
D-2#04,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,4,,FOC,,FD,,"With aircraft/pilot, if Takeoff Performance System data are not correct",,"With aircraft/pilot, if Takeoff Performance System data are not correct",,,,survey instrument item (rating cells blank),,,
D-2#05,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,5,,FOC,,FD,,"With aircraft/pilot, if fuel is greater or less than the Gate Release fuel",,"With aircraft/pilot, if fuel is greater or less than the Gate Release fuel",,,,survey instrument item (rating cells blank),,,
D-2#06,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,6,,FOC,,FD,,"With aircraft/pilot, if any condition prohibits acceptance of PRM clearance If departing to airports where PRM operations are authorized",,"With aircraft/pilot, if any condition prohibits acceptance of PRM clearance If departing to airports where PRM operations are authorized",,,,survey instrument item (rating cells blank),,,
D-2#07,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,7,,FOC,,FD,,"With aircraft/pilot, if performance adjustment made by dispatcher",,"With aircraft/pilot, if performance adjustment made by dispatcher",,,,survey instrument item (rating cells blank),,,
D-2#08,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,8,,FOC,,FD,,"With aircraft/pilot, if actual fuel on board exceeds gate release fuel by any amount for weight restricted or capped flight",,"With aircraft/pilot, if actual fuel on board exceeds gate release fuel by any amount for weight restricted or capped flight",,,,survey instrument item (rating cells blank),,,
D-2#09,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,9,,FOC,,FD,,"With aircraft/pilot, to concur with dispatch whether operations can continue, if precipitation accumulation on runway more than .5 inch",,"With aircraft/pilot, to concur with dispatch whether operations can continue, if precipitation accumulation on runway more than .5 inch",,,,survey instrument item (rating cells blank),,,
D-2#10,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,10,,FOC,,FD,,"With aircraft/pilot, if nil braking action report",,"With aircraft/pilot, if nil braking action report",,,,survey instrument item (rating cells blank),,,
D-2#11,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,11,,FOC,,FD,,"With aircraft/pilot, to obtain amended release, if immediate maintenance action not required",,"With aircraft/pilot, to obtain amended release, if immediate maintenance action not required",,,,survey instrument item (rating cells blank),,,
D-2#12,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Preflight,,,,12,,FOC,,FD,,"With aircraft/pilot, if their clearance differs from the Flight Release routing",,"With aircraft/pilot, if their clearance differs from the Flight Release routing",,,,survey instrument item (rating cells blank),,,
D-2#13,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Taxi,,,,13,,FOC,,FD,,"With aircraft/pilot, if discrepancy prior to takeoff",,"With aircraft/pilot, if discrepancy prior to takeoff",,,,survey instrument item (rating cells blank),,,
D-2#14,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Inflight,,,,14,,FOC,,FD,,"With aircraft/pilot, to determine nearest suitable airport if emergency landing",,"With aircraft/pilot, to determine nearest suitable airport if emergency landing",,,,survey instrument item (rating cells blank),,,
D-2#15,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Inflight,,,,15,,FOC,,FD,,"With aircraft/pilot, if landing at unauthorized airport",,"With aircraft/pilot, if landing at unauthorized airport",,,,survey instrument item (rating cells blank),,,
D-2#16,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Inflight,,,,16,,FOC,,FD,,"With aircraft/pilot, if emergency",,"With aircraft/pilot, if emergency",,,,survey instrument item (rating cells blank),,,
D-2#17,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Inflight,,,,17,,FOC,,FD,,"With aircraft/pilot, if requesting a routing that deviates from the filed NRP route",,"With aircraft/pilot, if requesting a routing that deviates from the filed NRP route",,,,survey instrument item (rating cells blank),,,
D-2#18,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Inflight,,,,18,,FOC,,FD,,"With aircraft/pilot, if unforecasted or unreported weather conditions might affect operations",,"With aircraft/pilot, if unforecasted or unreported weather conditions might affect operations",,,,survey instrument item (rating cells blank),,,
D-2#19,D-2,interaction,100,p.12,Table D-2. Off-Nominal Operation Communications or Interactions with Aircraft by Frequency and Criticality.,off-nominal,Inflight,,,,19,,FOC,,FD,,"With aircraft/pilot, if they are diverting",,"With aircraft/pilot, if they are diverting",,,,survey instrument item (rating cells blank),,,
D-3#01,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Preflight,,,,1,,FOC,,ATC,,"With ATC, to require changes on Flight plan prior to the Flight release clearance",,"With ATC, to require changes on Flight plan prior to the Flight release clearance",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#02,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Preflight,,,,2,,FOC,,ATC,,"With ATC, if flight data is not correct on flight plan, prior to the Flight release clearance",,"With ATC, if flight data is not correct on flight plan, prior to the Flight release clearance",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#03,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Preflight,,,,3,,FOC,,ATC,,"With ATC, if aircraft has mechanical delays",,"With ATC, if aircraft has mechanical delays",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#04,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Preflight,,,,4,,FOC,,ATC,,"With ATC, to enquire about runway condition,",,"With ATC, to enquire about runway condition,",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#05,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Preflight,,,,5,,FOC,,ATC,,"With ATC, to obtain PIREPs",,"With ATC, to obtain PIREPs",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#06,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Preflight,,,,6,,FOC,,ATC,,"With ATC, if flight is delayed over 15min",,"With ATC, if flight is delayed over 15min",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#07,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Preflight,,,,7,,FOC,,ATC,,"With ATC, if flight is cancelled.",,"With ATC, if flight is cancelled.",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#08,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Preflight,,,,8,,FOC,,ATC,,"With ATC, if flight plan needs to refilled, because Flight release becomes void",,"With ATC, if flight plan needs to refilled, because Flight release becomes void",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#09,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,9,,FOC,,ATC,,"With ATC, to determine nearest suitable airport if emergency landing",,"With ATC, to determine nearest suitable airport if emergency landing",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#10,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,10,,FOC,,ATC,,"With ATC, to determine alternative airport when aircraft is holding",,"With ATC, to determine alternative airport when aircraft is holding",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#11,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,11,,FOC,,ATC,,"With ATC, to submit a re-release of flight plan",,"With ATC, to submit a re-release of flight plan",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#12,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,12,,FOC,,ATC,,"With ATC, if aircraft is landing at an unauthorized airport",,"With ATC, if aircraft is landing at an unauthorized airport",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#13,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,13,,FOC,,ATC,,"With ATC, if aircraft is diverting",,"With ATC, if aircraft is diverting",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#14,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,14,,FOC,,ATC,,"With ATC, to enquire about weather impact",,"With ATC, to enquire about weather impact",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#15,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,15,,FOC,,ATC,,"With ATC, to coordinate reroute of flights, because of adverse conditions (weather)",,"With ATC, to coordinate reroute of flights, because of adverse conditions (weather)",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#16,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,16,,FOC,,ATC,,"With ATC, to obtain PIREPs",,"With ATC, to obtain PIREPs",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#17,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,17,,FOC,,ATC,,"With ATC, to enquire about runway condition (braking actions) at airport of destination",,"With ATC, to enquire about runway condition (braking actions) at airport of destination",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#18,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,18,,FOC,,ATC,,"With ATC, to enquire about approach configuration at airport of destination",,"With ATC, to enquire about approach configuration at airport of destination",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#19,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,19,,FOC,,ATC,,"With ATC, if ground delay programs are being implemented",,"With ATC, if ground delay programs are being implemented",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#20,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,20,,FOC,,ATC,,"With ATC, if ground stops are being implemented",,"With ATC, if ground stops are being implemented",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
D-3#21,D-3,interaction,101,p.13,Table D-3. Nominal and Off-Nominal Operation Communications or Interactions with ATC by Frequency and,mixed,Inflight,,,,21,,FOC,,ATC,,"With ATC, to transmit information to pilots, because direct communication with pilots is broken down",,"With ATC, to transmit information to pilots, because direct communication with pilots is broken down",,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
,E-1,header,103,p.15,"Interactions Between Flightdeck, ATC and FOC During the Flight Planning Phase Before the Release of the Flight Plan of a Generic Flight.",mixed,Flight planning,,,phase,,,,,,,Flight planning,,,,,,,,,
E-1#01,E-1,interaction,103,p.15,"Interactions Between Flightdeck, ATC and FOC During the Flight Planning Phase Before the Release of the Flight Plan of a Generic Flight.",nominal,Flight planning,,,,1,Telcon,ATC,Command Center,FOC,ATC coordinator,"Advise current weather, delay program at destination and runway configuration",,"Advise current weather, delay program at destination and runway configuration",,,,,,11-1-1 (PDF p.539); 11-1-2 (PDF p.539); 11-1-3 (PDF p.540),
E-1#02,E-1,interaction,103,p.15,"Interactions Between Flightdeck, ATC and FOC During the Flight Planning Phase Before the Release of the Flight Plan of a Generic Flight.",nominal,Flight planning,,,,2,Face-to-Face,FOC,ATC coordinator,FOC,Flight Dispatcher,"Report current weather, delay program at destination and runway configuration",,"Report current weather, delay program at destination and runway configuration",,,,,,,
